clean_article_text,clean_summary_text
"Liputan6 . com , Kutai Barat : Bencana banjir yang dialami sejumlah warga di 25 kecamatan di Kabupaten Kutai Barat dan Kutai Kartanegara , Kalimantan Timur , semakin memprihatinkan . Berdasarkan pantauan SCTV warga yang rumahnya terendam banjir dan masih bertahan , kekurangan air bersih . Mereka terpaksa mengambil air banjir untuk diminum . Salah satunya , Anna , ibu rumah tangga yang rumahnya terendam banjir hingga dua meter . Dia memilih bertahan di tempat tinggalnya yang berukuran 6 x 8 meter di Desa Liang , Kabupaten Kutai Kartanegara . Anna sudah puluhan tahun menempati rumahnya , sejak orang tuanya masih hidup . Ibu dua anak ini mengatakan tidak mempunyai sanak keluarga di daerah perbukitan untuk berlindung dari banjir . Rumah Anna yang terbuat dari kayu ulin terendam hingga nyaris mencapai atap . Bersama keluarga , suami Anna yang bekerja sebagai nelayan akhirnya memilih menaikkan lantai dengan papan yang nyaris menyentuh atap untuk alas tidur . Menurut Anna , jika mengungsi , suaminya tidak bisa mencari ikan lagi . Selain itu , mereka juga tidak mau terpisah-pisah di tempat pengungsian . Meski begitu , jika air semakin tinggi , Anna dan keluarga akan mengungsi juga ke tempat yang lebih aman . Banjir di dua kabupaten ini juga merendam puluhan hektare areal persawahan . Areal persawahan yang sebagian sudah siap panen maupun siap tanam tidak kelihatan lagi [ baca : Puluhan Hektare Sawah di Kutai Tenggelam ] . ( ZIZ/Polmart Aritonang ) .","Sejumlah warga di Kabupaten Kutai Barat dan Kutai Kartanegara , Kaltim , yang bertahan di rumah di tengah genangan air yang nyaris mencapai atap , kekurangan air bersih . Mereka terpaksa minum air banjir ."
"Liputan6 . com , Banda Aceh : Belum lama bangkit dari bencana Tsunami , kebakaran hebat melumpuhkan Pasar Ketapang di Banda Aceh , Nanggroe Aceh Darussalam , Jumat ( 22/4 ) . Sedikitnya 25 rumah toko hangus di pasar yang kini menjadi satu di antara lima pasar utama di Banda Aceh itu . Menurut saksi mata , api berasal dari sebuah toko pakaian di tengah pasar . Diduga kebakaran terjadi akibat hubungan pendek arus listrik . Dua unit mobil pemadam kebakaran tak mampu menjinakkan si jago merah yang menjalar cepat ke bangunan lain . Kendati tak ada korban jiwa kerugian akibat musibah ini mencapai belasan juta rupiah . Pasar Ketapang menjadi andalan warga Banda Aceh setelah pasar utama Pasar Aceh dan Pasar Peunayong lumpuh . Bersama pasar di Lambaro , Ulee Kareng , Tungkop , Seutui , dan Neusu , pasar ini mulai menggeliat sejak akhir bulan silam [ baca : Aceh Bergeliat ] . ( YAN/Mukhtarudin Yakob ) .","Sedikitnya 25 ruko di Pasar Ketapang Banda Aceh , NAD , hangus . Api diduga berasal dari hubungan pendek arus listrik di sebuah toko pakaian . Kerugian akibat musibah ini mencapai belasan juta rupiah ."
"Liputan6 . com , Jakarta : Forum Bisnis Konferensi Tingkat Tinggi Asia Afrika menghasilkan Deklarasi Jakarta 2005 . Deklarasi ini berisi komitmen untuk membentuk kelompok kerja sama bidang ekonomi antara negara-negara Asia Afrika . Deklarasi ditandatangani oleh 15 dari 24 delegasi bisnis negara-negara Asia Afrika di Jakarta , Jumat ( 22/4 ) . Komitmen bersama itu disepakati agar bisa saling menukar informasi perdagangan dan pengembangan kerja sama ekonomi . Menurut Menteri Koordinator Bidang Perekonomian Aburizal Bakrie , Deklarasi Jakarta 2005 bertekad mendorong peningkatan sumber daya manusia . Aburizal menambahkan , forum ini akan diupayakan sebagai wadah yang dapat mendekatkan negara-negara Asia Afrika dengan negara-negara maju yang tergabung dalam G-8 , Uni Eropa , dan Bank Dunia . Aburizal berharap Deklarasi Jakarta 2005 dapat menampung aspirasi negara berkembang di Asia Afrika yang masih rentan terhadap persoalan kemiskinan dan penghapusan utang luar negeri . ( ZIZ/Yte ) .","Deklarasi Jakarta 2005 berisi komitmen untuk membentuk kelompok kerja sama bidang ekonomi di negara-negara Asia dan Afrika . Diharapkan , hubungan negara Asia Afrika makin dekat dengan negara maju ."
"Liputan6 . com , Jakarta : Bantuan untuk korban gempa dan Tsunami di Nanggroe Aceh Darussalam dan Nias , Sumatra Utara , masih mengalir . Pemerintah Vietnam dan Cina memberi bantuan uang tunai sebesar US$ 2 juta untuk rehabilitasi dan rekonstruksi NAD dan Nias . Menurut Gubernur Sumut T . Rizal Nurdin , dana bantuan diprioritaskan untuk rehabilitasi sarana pendidikan agar kegiatan belajar mengajar berjalan seperti sedia kala . Demikian informasi yang dihimpun SCTV di Jakarta , Jumat ( 22/4 ) . Bantuan dari pemerintah Vietnam berupa uang tunai sebesar US$ 1 , 4 juta diserahkan oleh Presiden Vietnam Tran Duc Luong kepada Ketua Umum Palang Merah Indonesia Mar ie Muhammad . Luong yang juga pejabat kehormatan Palang Merah Vietnam menyatakan , pemerintahnya berharap bantuan ini dapat mengurangi beban masyarakat yang tertimpa bencana . Selain uang , Vietnam juga mengirim alat kesehatan , makanan kalengan , dan obat-obatan . Pemerintah Cina menyampaikan pula bantuan uang tunai sebesar US$ 600 ribu yang disalurkan dalam dua bagian . Menurut Duta Besar Cina untuk Indonesia Lan Lijun , uang US$ 300 ribu pertama untuk rekonstruksi Nias . Sisanya , diserahkan ke organisasi masyarakat Tionghoa di Medan , Sumut . ( YAN/Tim Liputan 6 SCTV ) .","Pemerintah Cina memberikan bantuan sebesar US$ 600 ribu untuk rekonstruksi Nias dan masyarakat Tionghoa di Medan , Sumut . Vietnam menyumbangkan uang senilai US$ 1 , 4 juta untuk para korban Tsunami ."
"Liputan6 . com , Jakarta : TNI Angkatan Laut telah menyiapkan 12 satuan tugas ( satgas ) korps Marinir untuk mengamankan 12 pulau terluar Indonesia yang berbatasan dengan negara lain . Penempatan pasukan ini bertujuan mempertahankan kedaulatan wilayah Indonesia dan menghindari sengketa wilayah . Demikian ditegaskan Komandan Korps Marinir TNI AL Mayor Jenderal Marinir Safzen Noerdin usai bersilaturahmi dan olahraga bersama keluarga besar Marinir di Cilandak , Jakarta Selatan , Jumat ( 22/4 ) . Pengiriman pasukan kini tinggal menunggu perintah Panglima TNI . "" Kita sudah antisipasi untuk siap , "" kata Safzen . Wilayah yang rawan sengketa , antara lain Pulau Nipah yang berbatasan dengan Singapura , Pulau Rondo berbatasan dengan India , Pulau Miangas dengan Filipina , dan Pulau Batek dengan Timor Leste . Khusus di perairan Ambalat yang masih bersengketa dengan Malaysia , pihak Marinir telah menempatkan satu satgas pasukan . Sejauh ini , belum ada rencana untuk menambah pasukan di Ambalat [ baca : Pekan Depan Mercusuar Karang Unarang Beroperasi ] . ( MAK/Aldi Yarman dan Hengki Rahman ) .",Mayjen TNI Marinir Safzen Noerdin telah menyiapkan 12 satgas untuk mengamankan 12 pulau terluar yang berbatasan dengan negara lain . Penempatan pasukan untuk mempertahankan kedaulatan wilayah Indonesia .
"Liputan6 . com , Ambon : Kepolisian Resor Pulau Ambon dan Pulau-Pulau Lease resmi menetapkan Amos Kastaya dan Yohosoa Latusia menjadi tersangka pengeboman di perbatasan Batu Gantung dan Waringin , Kelurahan Wainitu , Kota Ambon , Maluku , kemarin malam . Kedua tersangka diciduk bersama tiga pelaku lain , yaitu Rizal Rikumahu , Kristian Metakohi , dan Hesti Paliama yang hingga Sabtu ( 23/4 ) siang ini masih diperiksa . Amos dan Yohosoa ditetapkan sebagai tersangka karena terbukti membawa dua bom rakitan yang belum sempat diledakkan dan senjata tajam . Sementara Rizal , Kristian , dan Hesti masih berstatus saksi . Penetapan status baru buat ketiga tersangka masih menunggu hasil pemeriksaan . Menurut Kepala Polres Pulau Ambon dan Pulau-Pulau Lease Ajun Komisaris Besar Polisi Leonidas Braksan , peledakan bom adalah upaya provokasi menjelang hari ulang tahun ke-55 Republik Maluku Selatan ( RMS ) , Senin lusa . Sekadar mengingatkan , ledakan bom rakitan mengguncang kawasan perbatasan Batu Gantung dan Waringin sekitar pukul 20 . 30 WIT . Bunyi ledakan terdengar sampai radius dua kilometer [ baca : Bom Rakitan Meledak di Kota Ambon ] . Kendati tak menelan korban jiwa , warga di kawasan Talake mengaku cemas ledakan akan memicu bentrokan seperti tahun silam [ baca : Blokade di Kawasan Talake Dibuka ] . Kepolisian Daerah Maluku telah menempatkan personel tambahan untuk menjaga daerah-daerah rawan , seperti kawasan Kuda Mati , Batu Merah , dan Talake . Bagi warga yang telah menggiatkan pos pengamanan swakarsa sejak dua hari silam , diminta lebih diintensifkan . Sebagian warga Talake mengaku yakin peringatan HUT RMS kali ini berjalan aman . Sebab , sejumlah tokoh RMS seperti Alexander Hermanus Manuputty alias Alex Manuputty kini berada di Amerika Serikat [ baca : Kepergian Alex Manuputty ke Luar Negeri Disesalkan ] . Sementara Sekretaris Jenderal RMS Moses Tuanakotta ditahan . ( KEN/Sahlan Heluth dan Juhry Samanery ) .",Polres Pulau Ambon dan Pulau-Pulau Lease menetapkan Amos Kastaya dan Yohosoa Latusia menjadi tersangka karena tertangkap tangan membawa bom yang belum sempat diledakkan . Warga Ambon diminta waspada .
"Liputan6 . com , Kutai Kartanegara : Banjir yang melanda wilayah Kutai Kartanegara , Kalimantan Timur , hingga pekan kedua , Sabtu ( 23/4 ) , belum ada tanda-tanda akan surut . Selain merendam ribuan rumah , banjir juga merendam ratusan tempat ibadah yang berada di bantaran Sungai Mahakam [ baca : Banjir Meluas di Kutai ] . Masjid Al-Ukhuwah yang terletak di Kota Bangun Hilir , termasuk rumah ibadah yang terendam banjir sejak dua pekan silam . Kendati letaknya lebih tinggi dari bangunan lain , masjid tua di Kecamatan Kota Bangun Hilir ini juga terendam banjir dengan ketinggian hingga satu meter . Menurut warga , ketinggian air sebetulnya sudah menurun dibanding sebelumnya . Kendati begitu , lantai bawah masjid belum dapat digunakan . Warga yang hendak beribadah terpaksa menggunakan loteng masjid . Banjir di kawasan bantaran Sungai Mahakam secara umum belum menunjukkan tanda-tanda surut . Banjir diperkirakan masih akan berlangsung lama karena hujan masih terus mengguyur hulu sungai . Sejak banjir melanda dua pekan silam , warga baru sekali mendapat bantuan bahan pokok . ( YYT/Polmart Aritonang ) .","Warga di Kutai Kartanegara , Kalimantan Timur , sepertinya akan mengalami banjir lebih panjang . Hingga memasuki pekan kedua , banjir di Kutai Kartanegara belum ada tanda-tanda menyurut ."
"Liputan6 . com , Jakarta : Perusahaan pasta gigi Pepsodent kembali menggelar program Pepsodent Initiative for Dental Health ( PIDH ) . Kali ini program kepedulian tersebut diawali dengan mengunjungi panti asuhan serta permukiman di pinggiran Ibu Kota . Di sana perusahaan yang bernaung di bawah PT Unilever Indonesia Tbk . memberikan layanan konsultasi dan pemeriksaan gigi gratis yang dimulai di Jakarta , 2 hingga 6 April silam . Eva Arisuci Rudjito , Marketing Manager Oral Care PT Unilever Indonesia Tbk . mengatakan , program PIDH diisi salah satunya dengan memberi penyuluhan edukasi sejak dini di antaranya ke posyandu ( pos pelayanan terpadu ) . Tak cuma itu . Menurut Eva , pihaknya juga memberi akses ke dokter gigi bekerja sama dengan Departemen Kesehatan dan Persatuan Dokter Gigi Indonesia . "" Kita sadar , tanpa mereka kita tidak mungkin mengerjakan [ program ] itu sendiri , "" ujar wanita berbadan ramping ini . Acara yang disebut juga Pekan Keluarga Pepsodent ini bertujuan mewujudkan kesadaran masyarakat Indonesia akan pentingnya menjaga kesehatan gigi dan mulut sedini mungkin . Upaya ini ditempuh berdasarkan hasil penelitian dokter gigi Armasastra Bahar yang dimuat dalam Harian Sinar Harapan edisi 5 September 2003 . Staf pengajar Fakultas Kedokteran GIgi Universitas Indonesia ini mengungkapkan , sekitar 80 persen dari masalah gigi di Indonesia adalah caries ( daerah yang membusuk di dalam gigi atau gigi keropos ) . Kenyataan inilah , menurut Armasastra , mencerminkan rendahnya kesadaran masyarakat mengenai pentingnya perawatan gigi dan mulut . Rendahnya kesadaran masyarakat akan pentingnya memelihara kesehatan gigi sedini mungkin menjadi dasar dari tujuan utama PIDH . Kejadian ini memotivasi Pepsodent untuk menyiapkan suatu strategi yang dapat membantu masyarakat mengubah kebiasaan , yakni ke dokter gigi bila gigi sakit . Nah , melalui Pekan Keluarga Pepsodent yang digelar 2 dan 3 April di Cilandak Town Square ( Citos ) , Jakarta Selatan , itulah Pepsodent membuktikan bahwa program yang diselenggarakan memberi manfaat besar bagi masyarakat . Khususnya anak-anak yang selalu takut ke dokter gigi . Hal inipun diakui Erti , salah satu pengunjung . "" Bagus , ya , buat anak-anak . Soalnya biasanya [ anak-anak ] takut ke dokter . [ Namun ] kali ini jadi enggak [ takut ] , "" kata dia . Di kesempatan itu pemeriksaan gigi menggunakan intra oral camera . Hebatnya , alat ini bisa mendeteksi kondisi gigi si pasien secara instan . Selain pemeriksaan gigi gratis , pengunjung juga dapat menggunakan komputer yang menyajikan permainan anak menggunakan tokoh-tokoh animasi . Termasuk tips mengenai kesehatan gigi dan mulut dengan penyajian yang menarik . Selain menggelar pemeriksaan gigi gratis di Citos , pihak Pepsodent melanjutkan program itu dengan mendatangi langsung masyarakat . Antara lain ke beberapa sekolah dasar , panti asuhan , serta permukiman penduduk di Cipinang Besar Selatan , Jakarta Timur . Acara itu berlangsung pada 5 dan 6 April silam . Suparti Supardi , misalnya . Warga Rukun Tetangga 10/Rukun Warga 05 , Cipinang Besar Selatan , ini mengucapkan terima kasih atas upaya yang dilakukan Pepsodent . Suparti mengakui program tersebut membuat wawasannya terbuka , terutama mengenai kesehatan gigi . "" Mandi tidak perlu sikat gigi . Sesudah sarapan pagi baru sikat gigi dan sebelum tidur malam baru sikat gigi , "" kata wanita berkerudung itu . Ia mengakui , umumnya , masyarakat kurang mengetahui cara merawat gigi . Selama ini mereka membersihkan gigi dilakukan hanya pada waktu mandi atau menjelang tidur . Hingga tahun 2004 , pihak Pepsodent telah menggelar PIDH di 15 kota . Bentuk kepedulian Pepsodent terhadap kesehatan gigi masyarakat ini pun telah mengunjungi 7 . 000 sekolah dasar di Tanah Air atau sekitar 2 , 5 juta siswa . Tak hanya mendatangi murid murid SD . Pepsodent juga menyambangi sejumlah permukiman di pinggiran Jakarta . Dan , kedatangan Pepsodent ke sana mendapat sambutan hangat dari warga . Kenyataan itu diakui Oudy Mangindaan , Brand Manager Pepsodent . "" Pendaftarannya di atas 600 orang , "" kata Oudy . Adapun di panti asuhan , tambah Oudy , ada sekitar 300 anak . Mereka kebanyakan adalah anak-anak kurang mampu yang menetap di sejumlah rumah kardus dan pinggiran rel kereta api . Partisipasi masyarakat dalam program Pekan Keluarga Pepsodent membuktikan besarnya minat mereka untuk memelihara kesehatan gigi dan mulut . Apalagi sebelumnya , mereka belum menemukan wadah yang tepat mendapat informasi pentingnya menjaga kesehatan gigi dan mulut sejak dini . Hal ini sangat sejalan dengan misi utama Pepsodent ke depan , yakni Senyum Sehat Indonesia . ( AIS/Tim Usaha Anda ) PEPSODENT INTIATIVE FOR DENTAL HEALTH PT Unilever Indonesia Tbk Graha Unilever Jalan Gatot Subroto Kavling 15 Jakarta 12930 Telepon : ( 021 ) 526 2112 Faksimile : ( 021 ) 529 1979 Suara Konsumen Unilever : 0-800-1-558000 .",Program PIDH bertujuan mewujudkan kesadaran masyarakat Indonesia pentingnya menjaga kesehatan gigi . Upaya ini ditempuh berdasarkan pada rendahnya kesadaran masyarakat memelihara kesehatan gigi .
"Liputan6 . com , Jakarta : Kegiatan istri-istri kepala negara peserta Konferensi Tingkat Tinggi Asia-Afrika ( KAA II ) tak kalah padat dari para suami mereka . Sabtu ( 23/4 ) siang , para istri presiden mengikuti acara Ladies Program antara lain perawatan kecantikan tradisional dan belanja kerajinan Indonesia dan batik di pusat perbelanjaan Pasaraya , Kebayoran Baru , Jakarta Selatan . Nane Annan , istri Sekretaris Jenderal Perserikatan Bangsa-Bangsa Kofi Annan terlihat di antara rombongan . Dari pantauan SCTV , siang ini , baru lima istri kepala negara terlihat berbelanja di Pasaraya . Rombongan lain terdiri dari 15 istri presiden menyusul sore nanti . Mereka saat berita ini ditulis sedang rileks di sebuah pusat spa tradisional di Jakarta . Kehadiran rombongan istri delegasi KTT di Pasaraya tidak terlihat menyolok . Sejumlah personel Pasukan Pengamanan Presiden ( Paspamres ) ditempatkan di setiap lantai untuk berjaga-jaga . Kemarin , para istri dijamu pergelaran budaya tradisional Indonesia di Taman Mini Indonesia Indah , Jakarta Timur [ baca : Ibu Negara Peserta KAA Disuguhi Pergelaran Budaya ] . Acara yang dipimpin Ibu Negara Ani Yudhoyono ini dibuka dengan Tari Rampai atau yang dikenal dengan Tari Saman . Tarian asal Nanggroe Aceh Darussalam ini memukau para istri kepala negara . Para tamu juga disuguhi tarian dari Bali dan Papua . ( Anastasia Andriarti dan Eko Saktia ) .","Para istri kepala negara dan istri Sekjen PBB , Nane Annan berbelanja batik dan benda kerajinan Indonesia di pusat perbelanjaan Pasaraya , Jaksel . Rombongan juga mengikuti acara perawatan kecantikan tradisional ."
"Liputan6 . com , Tomohon : Aktivitas dua gunung di Sulawesi Utara , belum menunjukkan penurunan . Sedikitnya 15 sampai 20 kali gempa kecil masih terjadi di Gunung Lokon , Tomohon , setiap hari . Sementara bunyi gemuruh terdengar di Gunung Soputan , Kabupaten Minahasa Selatan , meski pijaran api dari kawahnya mulai hilang . Karena itulah , status kedua gunung tetap Waspada . Demikian keterangan dari petugas gunung di Sulut , Sabtu ( 23/4 ) . Kegiatan tidak normal dari Gunung Soputan dan Gunung Lokon terjadi sejak Senin silam . Ketidakbiasaan itu diawali dengan tingginya intensitas gempa di Gunung Lokon dan muntahan lahar dari Gunung Soputan [ baca : Gunung Lokon Berstatus Waspada ] . Sejauh ini , aktivitas magma di kedua perut gunung itu dinilai masih tinggi . Namun , warga setempat yang umumnya petani tetap bekerja seperti biasa . ( KEN/Aldrien Arief ) .","Seismograf pemantau gunung mencatat 15 sampai 20 kali gempa kecil sering terjadi di Gunung Lokon , Tomohon , Sulut . Gemuruh dari kawah Gunung Soputan masih terdengar meski pijaran api dari kawahnya menghilang ."
"Liputan6 . com , Ubud : Desa Peliatan di Ubud , Bali , sudah lama terkenal dengan para perajinnya yang mampu membuat ukiran dari kayu . Keahlian itu warisan leluhur mereka sejak puluhan tahun . Kini , hampir seluruh ukiran produk Peliatan diekspor ke mancanegara . Salah satunya keluarga Wayan Bajera beserta adiknya Ni Wayan Sukerti yang merintis usaha tersebut sejak 1970 . Dan sepuluh tahun kemudian , karya mereka sudah menembus pasar eskpor , antara lain ke Jepang , Prancis dan Spanyol . Ni Wayan Sukerti menyebutkan , setiap bulannya diperlukan dana sekurangnya Rp 10 juta untuk membeli sekitar 100 batang pohon jempinis sebagai bahan baku ukiran . Kayu ini mudah diperoleh di Bali dan gampang diukir dibanding jenis kayu lainnya . Dari diameter 40 sentimeter kayu dapat dihasilkan berbagai ukiran dengan harga antara Rp 10 ribu hingga ratusan ribu rupiah . Usaha Wayan Sukerti bukan tanpa kendala . Belakangan ini Wayan Sukerti dan Bejara justru sering kesulitan mendapatkan batang pohon yang ideal untuk diukir , yakni berukuran besar dan berusia di atas lima tahun . "" Cari bahannya lebih sulit dan lebih mahal . Kalau bahannya murah akan mudah pecah , "" papar Wayan Sukerti , baru-baru ini . Berbeda dengan kebanyakan pengusaha lain , Wayan Sukerti justru mengharapkan dari desanya akan muncul lebih banyak lagi perajin . Dengan begitu akan lebih memacu kreativitas . Kini , Wayan Sukerti merasa cukup puas dengan hasil yang dicapainya karena bisa membantu warga di sekitar dengan bekerja di tempatnya . ( DEN/Wirawan Kartono dan Donny Indradi ) .","Warga Desa Peliatan di Ubud , Bali , kebanyakan berprofesi sebagai perajin ukiran kayu . Dan hasil karya mereka sudah dieskpor ke mancanegara , di antaranya Spanyol , Prancis dan Jepang ."
"Liputan6 . com , Bandung : Puncak peringatan Konferensi Asia Afria ( KAA ) di Bandung , Ahad ( 24/4 ) menghadirkan kesan tersendiri bagi mereka yang ikut menyaksikan pelaksanaan KAA 1955 . Di antaranya Paul Tedjasurya , fotografer senior Indonesia yang akrab dipanggil Om Paul . Setengah abad silam , Om Paul ikut mengabadikan perjalanan dan suasana pelaksanaan KAA sejak dibuka oleh Presiden Soekarno . "" Bung Karno dan Bung Hatta baru tiba di perapatan Kimia Farma dan berjalan kaki ke Gedung Merdeka , "" kenang Om Paul kepada wartawan di Bandung , baru-baru ini . Foto-foto konferensi bidikan Om Paul yang , kini , ikut dipamerkan di Media Center KAA di Bandung , Jawa Barat , seakan bercerita mengenai kentalnya nuansa keakraban di antara negara-negara peserta saat itu . Media Center KAA itu terletak di bekas Gedung Persatuan Wartawan Indonesia Jabar , tepatnya bersebelahan dengan Gedung Merdeka , tempat berlangsungnya KAA 50 tahun silam . Om Paul yang kini berusia 75 tahun ikut hadir dalam peresmian Media Center KAA pekan silam . Saat peresemian tersebut , tidak banyak orang yang mengenal sosok lelaki kelahiran Surabaya , Jawa Timur itu . Padahal Om Paul adalah pemilik foto-foto sejarah yang mendapat tempat tersendiri di Media Center KAA . Om Paul termasuk saksi dan pelaku sejarah digelarnya KAA 1955 . Ketika itu , Om Paul masih berusia 25 tahun . Om Paul berprofesi sebagai fotografer lepas atau freelance . Selama pelaksanaan KAA waktu itu , Om Paul terlibat dan merasakan sekali nuansa persaudaraan dari negara-negara Asia Afrika tanpa membeda-bedakan ras dan golongan . Dari situlah lembaran perjalanan dan suasana pelaksanaan konferensi berskala internasional mulai terekam melalui kamera merek Leica 3F yang selalu dijinjing Om Paul . Om Paul mengaku bangga akan hasil bidikannya . KAA bukan hanya sejarah besar bagi dunia , tapi juga buat dirinya . Betapa tidak ia pernah berdekatan langsung dengan beberapa negarawan besar pada masa itu , seperti Perdana Menteri India Jawarhal Nehru , PM Srilanka Sir John Kotelawala dan Presiden Mesir Gamal Abdul Naser . "" Kayak Norodom Sihanouk [ Kamboja ] dan istrinya yang cantik , "" tambah Om Paul , bangga . Selama KAA 1955 digelar , Om Paul menghabiskan antara 200 sampai 300 lembar foto yang mengabadikan suasana pelaksanaan konferensi maupun para tokoh-tokohnya . Di antaranya para pemimpin negara yang sedang berjalan dari Hotel Savoy Homann ke Gedung Merdeka atau suasana sidang . Foto-foto Om Paul tak hanya dimuat koran lokal Bandung , tapi juga media nasional di Jakarta . Karya-karya foto Om Paul sampai kini terus dipakai untuk menceritakan sejarah dunia yang pernah terjadi di Indonesia . Di hari tuanya , Om Paul menghabiskan waktunya di Jakarta . Kini ia masih tinggal bersama perempuan bernama Irawati yang dinikahinya pada tahun 1956 . Dari Irawati , Om Paul mempunyai tiga anak yang kini telah memberikan banyak cucu . Om Paul mengaku sampai kini masih aktif memotret , meski bukan momen penting seperti KAA 50 tahun silam . ( DEN/Patria Hidayat dan Taufik Hidayat ) .",Foto-foto bidikan Om Paul seakan bercerita mengenai kentalnya nuansa keakraban di antara negara-negara peserta KAA 1955 . Karya-karya foto Om Paul mendapat tempat tersendiri di Media Center KAA .
"Liputan6 . com , Purwakarta : Peserta Konferensi Tingkat Tinggi Asia-Afrika , Ahad besok , akan melakukan napak tilas peringatan ke-50 Konferensi Asia Afrika di Bandung , Jawa Barat . Dari Jakarta menuju Bandung , Jawa Barat , para peserta direncanakan melintasi Jalan Tol Cipularang ( Cikampek-Purwakarta-Padalarang ) yang pembangunannya sudah masuk tahap akhir . Dari pantauan SCTV , Sabtu ( 23/4 ) , sejumlah petugas terlihat masih mengerjakan sisa-sisa pembangunan ruas jalan . Tol Cipularang belum dapat digunakan untuk umum . Sebuah tanda bertuliskan jalan hanya dipakai untuk peserta KAA terpasang di sekitar Tol Sadang , Purwakarta . Petugas PT Jasa Marga tidak memberi keterangan kapan Tol Cipularang sepanjang 40 kilometer itu dibuka untuk umum [ baca : Jalan Tol Cipularang Aman Digunakan ] . Pengguna jalan raya memang tak sabar menunggu . Maklumlah dengan melewati Tol Cipularang , waktu tempuh Jakarta-Bandung yang biasanya empat jam bisa dipercepat menjadi sekitar dua setengah jam . Sementara penjagaan di mulut pintu Tol Cipularang tidak begitu ketat karena cuma dijaga petugas PT Jasa Marga . Sesekali polisi terlihat berpatroli memantau situasi kawasan Tol Cipularang . Penjagaan lebih ketat lebih justru tampak di kawasan Gedung Merdeka di Jalan Asia-Afrika , termasuk sekitar Jalan Braga . Pagi tadi , sejumlah polisi menyisir Sungai Cikapundung yang berada tak jauh dari gedung tempat para kepala negara akan bertemu . Penyisiran dilakukan para polisi bersenjata lengkap mulai dari titik sungai di Kelurahan Babakan Ciamis , sekitar 30 meter dari Gedung Merdeka menggunakan tujuh perahu karet . Polisi mencari benda-benda yang diduga berbahaya . Penyisiran jalan-jalan raya juga intensif dilakukan sejak beberapa hari silam . Sementara kawasan yang akan dilalui peserta perayaan emas KAA sampai ke Gedung Merdeka ditutup untuk umum , sejak semalam . ( KEN/Tim Liputan 6 SCTV ) .","Petugas PT Jasa Marga masih menyelesaikan sisa-sisa pengerjaan Jalan Tol Cipularang sebelum digunakan delegasi Konferensi Asia Afrika , Ahad besok . Sejumlah kawasan di Bandung yang hendak dilalui rombongan ditutup ."
"Liputan6 . com , Jakarta : Ratusan orang yang menamakan diri Persatuan Rakyat Indonesia Anti-imperialisme ( Perisai ) berunjuk rasa menentang pelaksanaan Konferensi Tingkat Tinggi Asia-Afrika ( KAA II ) , Sabtu ( 23/4 ) . Mereka meminta acara internasional itu dibubarkan karena KTT AA masih mencerminkan semangat kolonialisme dan imperialisme . Aksi massa Perisai semula berkumpul di Masjid Istiqlal , Jakarta Pusat . Dari sana massa bergerak menuju Gedung Kedutaan Besar Amerika Serikat di Jalan Medan Merdeka Selatan , Jakpus . Sepanjang perjalanan , massa meneriakkan yel-yel menentang pelaksanaan KTT AA . Mereka menilai , KTT AA tidak membawa semangat pembebasan . Para peserta KTT AA dianggap masih tergantung kepada lembaga keuangan asing dan tidak independen dalam kerja sama regional . Itu semua dinilai bertentangan dengan semangat KAA 50 tahun silam . Unjuk rasa massa Perisai berlangsung aman di bawah pengawalan ketat sekitar 300 personel kepolisian . Massa sempat dihadang aparat keamanan ketika hendak menuju Bundaran Hotel Indonesia , Jakpus . Kepala Kepolisian Daerah Metro Jaya Inspektur Jenderal Polisi Firman Gani mengatakan , kawasan Bundaran HI saat ini termasuk kawasan bersih karena akan dilalui peserta KTT . Firman menegaskan , polisi tidak akan melarang aksi selama tak mengganggu jalannya KTT . Aksi menentang pelaksanaan KTT AA juga digelar massa Perisai Surabaya , Jawa Timur . Aksi digelar dengan long march menuju Gedung Konsulat Jenderal AS serta Gedung DPRD Jatim . Dalam orasinya , massa menolak penjajahan gaya baru . Demonstran meminta agar KAA yang tengah berlangsung di Jakarta dapat dijadikan momentum untuk membangkitkan demokrasi dan solidaritas internasional . Massa yang terdiri dari elemen mahasiswa , petani dan buruh ini juga meminta pemerintahan Presiden Susilo Bambang Yudhoyono melahirkan kebijakan yang berpihak kepada rakyat . Semula massa berniat berdialog dengan anggota DPRD Jatim . Namun karena hari libur , niat mereka batal . Setelah berorasi , massa kemudian melanjutkan aksi ke depan Kantor Gubernur Jatim di Jalan Pahlawan . Di sana , demonstran berorasi dengan tuntutan serupa . ( DEN/Tim Liputan 6 SCTV ) .","Sepanjang perjalanan menuju Kedubes AS di Jakpus , massa meneriakkan yel-yel menentang pelaksanaan KTT AA . Peserta KTT AA dinilai tidak membawa semangat pembebasan dan tidak independen dalam kerja sama regional ."
